"registro","bridge5m","bridge20m","rasa5m","rasa20m","laje5m","laje20m"
"1362",23.304,18.176,20.817,17.201,21.891,20.746
"1363",23.424,18.2,20.841,15.724,22.369,17.653
"1364",23.857,18.842,20.841,15.629,21.795,18.152
"1365",22.369,18.105,20.746,15.772,19.627,18.438
"1366",22.681,17.486,20.222,15.843,20.365,19.151
"1367",22.13,17.748,19.27,18.224,22.274,19.555
"1368",22.274,18.461,19.318,18.723,22.345,19.27
"1369",22.513,18.699,19.436,18.152,21.604,19.841
"1370",22.992,18.343,19.436,19.318,22.609,19.698
"1371",23.328,18.129,19.651,16.558,22.465,18.794
"1372",23.448,18.129,19.793,18.747,22.633,20.198
"1373",23.665,18.723,20.007,19.436,22.465,21.39
"1374",23.641,18.747,20.079,19.199,22.992,21.056
"1375",23.905,18.366,20.103,19.222,23.208,18.057
"1376",23.521,18.105,20.079,17.938,23.208,18.081
"1377",22.345,18.485,20.031,18.319,20.817,18.723
"1378",22.393,18.271,20.031,18.319,20.889,19.46
"1379",21.652,18.652,19.888,17.772,21.175,19.96
"1380",22.513,18.461,19.841,17.153,23.448,20.174
"1381",22.609,18.771,19.912,18.39,22.657,19.674
"1382",22.681,18.628,20.007,17.915,22.729,19.555
"1383",23.184,18.485,20.126,18.628,21.676,19.936
"1384",23.424,18.771,21.175,16.463,22.585,18.319
"1385",23.665,19.27,20.936,16.892,24.002,19.318
"1386",23.04,19.341,20.96,15.7,22.321,18.081
"1387",22.896,19.199,20.984,17.011,23.545,19.175
"1388",23.954,18.557,21.103,15.223,21.795,18.247
"1389",22.681,18.509,21.103,16.915,21.318,18.842
"1390",21.127,18.628,21.079,17.748,20.627,19.08
"1391",22.202,18.699,21.151,17.843,21.032,19.579
"1392",22.8,18.699,20.984,17.867,22.106,20.031
"1393",22.034,18.985,20.841,15.175,23.04,19.674
"1394",22.705,19.103,20.77,17.772,22.8,19.008
"1395",23.088,18.771,20.793,17.463,22.441,18.675
"1396",23.424,18.699,20.889,16.368,22.633,18.961
"1397",23.569,19.222,20.889,17.296,22.824,18.889
"1398",23.881,19.603,20.841,17.486,22.274,18.866
"1399",23.93,19.46,20.889,17.796,22.776,20.365
"1400",23.689,18.747,21.008,19.127,22.681,19.032
"1401",23.617,19.365,21.056,17.986,22.585,19.27
"1402",22.729,18.889,21.103,18.604,20.079,19.246
"1403",22.537,18.747,21.27,17.582,21.223,19.627
"1404",21.843,18.771,21.485,18.509,21.795,19.936
"1405",22.154,19.127,21.366,17.605,21.867,19.841
"1406",22.537,18.937,21.342,16.272,22.154,19.865
"1407",22.537,19.103,21.294,16.534,23.136,19.865
"1408",23.208,19.484,21.342,17.296,22.824,19.413
"1409",23.04,19.603,21.318,16.939,20.365,19.294
"1410",23.4,19.175,21.294,17.843,20.746,19.151
"1411",23.424,19.888,21.318,18.01,21.891,19.151
"1412",24.05,19.579,21.318,17.272,22.226,20.126
"1413",23.304,18.985,21.103,16.725,22.393,19.222
"1414",22.082,19.08,21.032,17.605,21.103,19.579
"1415",21.867,19.389,20.984,16.558,21.819,19.555
"1416",22.441,19.365,20.889,18.842,21.891,19.936
"1417",21.294,19.199,20.627,18.747,22.13,20.246
"1418",21.39,19.365,20.746,17.534,21.748,19.888
"1419",22.058,19.436,20.77,18.485,21.628,20.15
"1420",22.489,19.436,20.746,16.582,20.817,19.77
"1421",22.298,19.27,20.698,17.106,20.603,19.651
"1422",22.609,19.603,20.698,17.653,20.627,19.603
"1423",23.497,19.532,20.698,16.963,21.939,19.651
"1424",23.424,19.936,20.698,17.724,21.652,20.174
"1425",23.376,19.984,20.889,16.892,21.867,19.984
"1426",23.208,20.365,21.27,15.652,20.936,19.698
"1427",21.795,19.746,21.581,15.366,21.032,20.126
"1428",21.628,19.627,21.939,16.463,21.079,19.579
"1429",21.581,19.722,21.748,16.725,21.032,19.508
"1430",21.963,19.674,21.318,15.939,21.27,20.031
"1431",21.748,19.912,21.557,15.557,21.151,19.865
"1432",22.633,20.031,21.533,17.582,22.202,19.722
"1433",23.28,20.507,21.581,16.63,21.151,19.96
"1434",22.848,20.055,21.533,16.939,20.889,19.984
"1435",23.184,19.888,21.079,15.843,20.865,20.079
"1436",23.857,20.77,20.984,17.819,21.437,20.055
"1437",23.569,19.96,20.936,15.891,21.413,20.412
"1438",23.497,20.15,20.889,17.082,22.13,20.031
"1439",22.106,20.579,20.793,16.63,21.175,20.007
"1440",22.489,19.984,20.722,17.344,21.056,19.936
"1441",21.127,19.96,20.698,17.51,20.817,19.817
"1442",21.509,20.007,20.627,17.344,21.079,19.793
"1443",21.628,20.031,20.436,16.511,21.199,20.126
"1444",21.676,20.174,20.555,16.32,21.175,20.031
"1445",21.987,20.507,20.603,15.509,21.056,20.246
"1446",22.537,20.15,20.65,15.461,21.509,20.412
"1447",23.376,20.031,20.627,15.39,21.294,20.246
"1448",23.304,20.198,20.603,15.175,21.628,20.531
"1449",23.328,20.627,20.936,15.127,21.987,20.269
"1450",23.448,20.555,21.127,15.055,22.058,19.96
"1451",22.705,20.674,21.032,15.031,20.674,18.604
"1452",22.082,20.269,21.103,15.031,20.698,19.222
"1453",21.939,20.555,21.127,15.414,20.698,18.818
"1454",21.342,20.436,20.841,15.414,20.055,18.319
"1455",20.746,20.269,20.793,15.127,21.223,18.224
"1456",22.274,20.817,20.079,15.199,19.77,18.343
"1457",23.232,20.46,20.507,15.27,20.674,19.008
"1458",22.968,20.603,19.96,15.461,21.366,19.436
"1459",23.857,20.46,19.96,15.223,20.913,19.413
"1460",23.857,20.984,19.484,15.629,21.39,19.746
"1461",23.978,20.865,19.436,15.342,22.657,20.341
"1462",23.593,20.77,18.985,16.225,22.465,19.389
"1463",23.881,20.841,18.913,16.153,21.294,19.103
"1464",23.064,20.388,18.699,15.891,20.031,18.937
"1465",21.461,20.341,18.533,15.986,19.127,18.343
"1466",21.079,20.174,18.247,16.82,20.103,17.629
"1467",20.96,19.817,18.2,16.082,20.222,17.653
"1468",21.533,20.007,17.748,16.082,21.366,18.461
"1469",22.321,20.15,18.2,15.652,20.793,18.057
"1470",22.13,20.198,17.891,15.485,21.437,19.341
"1471",22.8,20.126,17.582,15.963,20.865,18.866
"1472",23.689,20.246,17.415,15.843,22.154,19.555
"1473",23.497,20.817,17.225,15.986,21.987,19.77
"1474",23.448,20.841,17.249,16.153,22.441,19.508
"1475",23.304,20.722,17.13,16.177,22.489,17.368
"1476",22.441,19.746,17.915,16.225,18.842,16.487
"1477",21.652,20.055,17.439,16.249,18.295,16.32
"1478",21.509,19.008,17.177,16.344,18.604,16.725
"1479",20.484,17.962,17.249,16.034,17.772,15.867
"1480",21.413,17.819,17.058,16.177,19.888,16.534
"1481",22.896,19.056,16.773,15.891,20.198,16.558
"1482",23.545,20.055,16.606,15.652,19.722,16.654
"1483",22.705,19.77,16.32,15.724,18.913,17.082
"1484",23.28,20.817,16.225,15.438,19.793,17.391
"1485",23.521,20.246,16.415,15.318,22.729,18.652
"1486",23.521,20.031,16.439,15.605,22.25,19.96
"1487",23.761,20.269,16.415,15.652,22.202,17.843
"1488",22.776,18.224,16.106,15.557,19.508,17.153
"1489",22.011,18.913,15.963,15.652,19.199,16.415
"1490",20.031,18.176,15.939,15.652,18.247,16.725
"1491",19.817,17.867,16.558,15.772,17.582,16.129
"1492",19.698,17.772,16.701,15.557,18.438,16.677
"1493",19.96,17.891,16.511,15.581,19.222,16.582
"1494",21.413,18.2,16.32,15.605,19.77,16.392
"1495",22.513,18.818,16.082,15.605,18.295,16.63
"1496",23.521,18.033,15.867,15.461,19.746,16.844
"1497",23.328,18.818,15.796,15.485,20.46,17.629
"1498",23.184,18.628,15.915,15.461,21.819,19.199
"1499",23.737,18.723,16.01,15.461,21.652,17.296
"1500",22.992,19.008,16.106,15.366,21.748,16.487
"1501",21.604,17.605,16.225,15.199,17.867,16.177
"1502",20.15,17.724,16.153,15.127,17.938,16.534
"1503",18.985,17.13,16.177,15.127,16.892,15.939
"1504",19.222,17.034,16.201,15.199,17.13,15.7
"1505",19.912,17.463,16.32,15.294,19.651,15.891
"1506",22.753,18.842,16.106,15.247,18.794,15.939
"1507",22.896,17.867,15.772,15.127,18.176,16.272
"1508",21.987,17.772,15.652,15.031,18.438,16.582
"1509",23.16,20.126,15.509,14.745,20.96,17.272
"1510",23.328,18.794,15.366,14.577,20.889,17.724
"1511",23.472,18.747,15.199,14.529,21.413,16.796
"1512",23.04,18.723,15.103,14.601,20.007,16.796
"1513",22.058,17.605,14.984,14.529,17.51,16.511
"1514",19.912,17.51,16.915,14.601,17.986,16.368
"1515",19.127,17.32,16.558,14.577,17.225,16.463
"1516",18.438,17.13,16.082,14.601,18.675,15.676
"1517",18.129,17.153,17.344,14.337,18.033,16.749
"1518",22.154,17.344,16.415,14.409,18.152,15.939
"1519",22.609,17.677,15.867,14.433,17.986,16.415
"1520",22.345,17.891,16.392,14.433,18.152,16.368
"1521",23.136,17.201,15.963,14.457,20.126,16.868
"1522",23.328,17.701,16.32,14.385,19.984,17.32
"1523",23.232,18.129,16.225,14.314,21.008,19.103
"1524",23.448,18.176,15.605,14.936,21.7,16.701
"1525",21.294,17.582,15.652,15.008,17.296,16.511
"1526",20.341,17.391,15.772,15.414,18.604,15.461
"1527",19.222,17.034,16.153,14.625,16.249,15.533
"1528",18.295,16.868,16.439,14.457,17.201,15.366
"1529",19.056,16.915,16.511,14.314,18.057,16.249
"1530",22.011,17.082,16.463,14.816,19.032,15.939
"1531",22.345,17.439,16.368,14.84,17.439,16.058
"1532",22.776,17.605,16.439,14.697,18.557,15.915
"1533",23.472,17.296,16.701,14.577,18.509,16.225
"1534",22.968,18.366,17.51,14.721,19.341,16.796
"1535",23.593,18.794,17.938,14.649,20.746,17.867
"1536",23.352,17.772,17.677,15.294,21.891,16.296
"1537",21.366,18.081,16.082,15.199,17.368,16.368
"1538",20.484,17.153,15.963,15.223,18.081,15.915
"1539",20.15,16.796,15.652,14.96,17.582,15.796
"1540",18.129,16.677,15.461,14.984,17.201,16.272
"1541",17.177,16.534,16.225,14.936,16.415,15.7
"1542",17.915,16.654,15.629,14.745,17.082,16.082
"1543",20.055,16.915,15.366,14.673,17.772,16.034
"1544",20.674,17.177,15.199,14.457,19.199,16.368
"1545",22.178,17.32,16.32,14.409,17.843,16.368
"1546",22.896,17.653,17.177,14.17,18.319,16.558
"1547",22.393,17.225,17.796,14.074,19.674,16.606
"1548",23.16,17.51,16.32,14.074,21.175,16.939
"1549",23.328,17.486,17.463,14.05,21.294,16.487
"1550",20.293,17.13,18.2,14.05,17.13,16.463
"1551",19.151,16.749,18.271,14.05,17.106,16.487
"1552",19.46,16.725,17.486,14.05,17.415,16.915
"1553",18.057,16.606,17.891,14.05,17.724,15.748
"1554",19.722,16.773,18.438,14.146,17.486,16.058
"1555",20.913,16.963,18.247,14.074,18.271,16.296
"1556",20.984,17.463,18.081,14.146,18.319,16.534
"1557",22.393,17.011,17.867,14.194,18.628,16.63
"1558",22.896,17.51,18.366,14.242,19.46,16.844
"1559",22.729,17.368,17.701,14.194,20.627,16.844
"1560",23.112,17.938,17.51,14.17,20.746,18.557
"1561",23.304,17.629,17.558,14.122,20.793,16.654
"1562",21.103,17.344,17.558,14.098,17.249,16.701
"1563",19.532,17.177,16.868,14.098,17.629,16.439
"1564",18.485,16.963,16.106,14.098,17.201,16.225
"1565",18.081,16.892,17.272,14.122,18.723,16.344
"1566",17.701,16.939,17.177,14.098,17.843,16.392
"1567",19.103,17.106,16.892,14.122,17.391,16.249
"1568",21.27,17.344,16.892,14.146,17.701,16.439
"1569",22.369,17.415,17.463,14.146,18.438,16.439
"1570",21.056,17.225,17.344,14.146,17.558,16.463
"1571",22.633,17.225,17.677,14.601,18.818,16.63
"1572",21.891,17.486,17.534,14.577,19.698,16.82
"1573",23.088,17.915,17.724,14.529,19.793,18.39
"1574",20.984,17.843,19.175,14.505,20.412,16.415
"1575",19.389,16.844,19.793,14.457,17.582,16.892
"1576",18.794,16.701,18.224,14.409,17.867,16.249
"1577",17.463,16.796,17.701,14.816,17.582,16.034
"1578",18.628,16.749,16.939,14.864,17.962,17.177
"1579",20.603,16.963,16.915,14.768,18.01,16.272
"1580",21.318,17.106,16.439,14.553,17.819,16.63
"1581",20.674,17.058,16.272,14.673,17.558,16.701
"1582",22.465,16.915,15.986,15.055,18.057,16.749
"1583",21.7,17.201,15.843,14.768,19.698,16.844
"1584",22.537,18.033,15.867,14.721,19.912,16.915
"1585",22.896,18.033,16.63,14.912,19.865,17.225
"1586",22.226,17.368,16.63,15.008,20.246,16.773
"1587",20.674,17.32,16.463,15.151,17.629,16.987
"1588",19.08,17.249,16.701,14.888,18.105,17.32
"1589",18.557,17.32,16.558,14.888,18.557,17.272
"1590",17.796,17.225,16.796,14.84,18.438,17.701
"1591",18.224,17.32,17.153,14.84,19.27,18.129
"1592",19.817,17.415,17.272,14.888,18.842,17.819
"1593",20.746,17.677,17.819,14.984,18.818,17.534
"1594",21.151,17.344,16.915,15.031,18.794,17.558
"1595",21.7,17.249,16.558,14.984,18.723,17.605
"1596",21.748,17.249,16.534,14.888,18.985,17.534
"1597",22.106,17.415,16.677,14.888,19.27,17.605
"1598",22.082,17.534,16.582,14.888,20.746,19.056
"1599",21.963,17.891,16.511,14.888,18.771,17.677
"1600",19.841,17.677,16.32,14.792,18.129,17.629
"1601",18.961,17.51,16.296,14.768,19.865,17.772
"1602",18.985,17.534,16.844,14.84,19.056,17.272
"1603",20.222,17.582,16.415,14.984,18.557,17.891
"1604",21.056,17.534,16.296,15.055,19.484,17.629
"1605",21.294,17.748,16.344,15.127,18.889,17.819
"1606",21.557,17.51,16.272,14.936,18.652,17.748
"1607",22.465,17.582,15.986,14.888,18.343,17.843
"1608",21.748,18.081,15.891,14.792,20.174,17.819
"1609",22.824,18.295,16.153,14.84,19.746,17.748
"1610",23.569,18.343,16.534,15.342,20.436,18.057
"1611",22.896,18.01,17.296,15.008,20.293,17.819
"1612",20.555,17.843,17.558,14.385,18.628,17.772
"1613",19.603,17.962,17.534,15.055,18.319,17.058
"1614",19.246,18.033,17.201,14.984,18.604,17.677
"1615",18.818,17.915,17.034,15.031,18.937,16.987
"1616",19.199,17.962,17.272,14.816,19.246,17.249
"1617",21.509,18.081,17.51,15.151,19.175,17.368
"1618",21.008,18.176,17.32,14.673,19.056,17.296
"1619",22.25,18.081,17.772,14.433,19.413,18.129
"1620",23.448,18.081,18.057,14.433,19.222,17.748
"1621",22.992,18.033,18.295,14.409,19.651,17.891
"1622",22.776,18.081,18.152,14.481,19.817,17.986
"1623",22.8,18.438,17.962,14.505,20.627,17.463
"1624",21.008,18.2,18.271,14.481,19.27,16.63
"1625",19.318,17.772,18.58,14.457,18.247,16.582
"1626",19.508,17.701,18.794,14.409,17.915,16.106
"1627",19.08,17.748,18.604,14.553,18.937,17.51
"1628",22.441,17.748,18.628,14.505,19.912,16.677
"1629",21.987,17.819,18.747,14.457,19.888,16.558
"1630",21.939,17.867,18.818,14.433,19.056,17.368
"1631",22.609,18.057,19.08,14.409,19.27,17.748
"1632",23.448,18.224,18.485,14.385,20.436,18.152
"1633",22.753,18.343,18.889,14.385,20.555,17.582
"1634",22.992,18.271,18.913,14.529,21.127,17.724
"1635",22.872,17.962,19.056,14.409,21.843,17.772
"1636",20.936,18.533,18.58,14.433,18.985,16.082
"1637",20.007,17.391,17.344,14.457,18.033,16.558
"1638",19.08,17.653,17.272,14.481,18.319,16.844
"1639",18.224,16.963,17.415,14.505,18.557,16.272
"1640",18.652,16.82,16.654,14.553,17.439,16.654
"1641",21.175,17.272,17.368,14.577,16.892,16.392
"1642",20.555,17.51,18.105,14.649,18.295,16.463
"1643",19.984,17.463,17.867,14.649,18.176,16.677
"1644",21.079,17.272,18.105,14.601,18.723,16.606
"1645",20.293,17.32,17.558,14.697,18.866,16.344
"1646",21.461,17.463,17.13,14.481,19.151,16.558
"1647",21.604,17.986,19.222,14.649,19.175,16.511
"1648",20.841,17.677,19.318,14.721,20.484,17.368
"1649",21.032,17.701,19.579,14.529,18.319,16.487
"1650",19.103,17.106,19.508,14.505,17.391,16.606
"1651",18.913,16.773,18.794,14.625,17.986,16.749
"1652",20.555,16.749,18.01,14.84,18.343,17.058
"1653",20.293,16.939,19.27,14.433,19.318,16.82
"1654",20.579,17.368,18.343,14.409,18.414,16.892
"1655",21.056,17.177,18.081,14.409,18.366,16.915
"1656",21.342,17.225,18.2,14.433,20.46,18.414
"1657",22.513,17.32,18.295,14.433,19.984,16.987
"1658",22.13,17.891,18.343,14.673,20.007,16.963
"1659",21.724,17.843,18.533,14.601,19.294,16.868
"1660",21.963,17.843,18.794,14.601,20.484,17.13
"1661",21.7,18.057,18.937,14.481,20.293,16.796
"1662",19.508,17.272,19.508,14.433,17.796,17.32
"1663",19.318,16.963,19.651,14.409,18.2,16.939
"1664",18.247,17.082,19.222,14.433,18.438,16.368
"1665",19.199,17.058,18.699,14.457,18.485,16.725
"1666",21.366,17.225,18.414,14.433,17.391,16.558
"1667",21.437,17.153,18.461,14.409,18.604,16.963
"1668",20.698,17.249,18.557,14.864,18.438,17.368
"1669",20.96,17.368,16.963,14.84,18.366,16.844
"1670",20.484,17.296,17.13,14.84,18.557,17.034
"1671",21.079,17.32,17.796,14.984,19.413,16.868
"1672",21.795,17.558,19.484,15.079,18.913,16.915
"1673",21.987,17.677,19.389,15.127,20.65,17.843
"1674",21.008,17.629,18.889,15.39,18.842,16.963
"1675",19.508,17.439,18.509,15.748,18.438,17.082
"1676",20.174,17.13,19.722,14.577,19.627,18.295
"1677",20.388,17.13,19.746,15.318,20.079,17.296
"1678",21.294,17.177,19.984,15.223,19.127,17.415
"1679",21.485,17.368,20.365,16.082,20.174,17.415
"1680",20.984,17.272,20.507,14.792,20.913,18.319
"1681",22.202,17.32,20.484,14.768,20.317,17.486
"1682",21.867,17.368,20.793,14.936,20.46,17.796
"1683",21.676,17.463,20.984,15.031,20.317,17.177
"1684",22.202,17.819,21.008,14.96,19.651,17.249
"1685",22.034,17.772,21.032,15.008,20.579,17.534
"1686",22.178,17.986,21.032,14.888,21.103,17.225
"1687",19.841,17.701,21.008,14.816,19.08,18.224
"1688",19.341,17.368,20.674,14.745,19.96,19.032
"1689",19.746,17.201,20.293,14.721,19.912,19.151
"1690",20.341,17.463,21.008,14.768,20.293,18.794
"1691",21.151,17.796,21.294,14.673,19.294,18.509
"1692",21.008,17.891,21.485,14.912,20.365,18.889
"1693",21.151,17.962,20.77,15.055,19.627,18.557
"1694",21.079,17.748,21.509,15.008,19.46,19.008
"1695",20.817,17.701,21.987,15.055,20.126,18.129
"1696",21.795,18.2,21.939,15.055,19.888,18.247
"1697",22.011,18.699,21.318,15.055,19.056,17.772
"1698",21.604,17.986,19.865,14.864,20.579,18.889
"1699",22.082,17.867,19.865,14.816,20.222,18.985
"1700",20.103,17.915,21.032,14.864,20.293,19.484
"1701",20.841,17.819,20.388,15.294,20.865,19.08
"1702",20.841,18.081,19.365,14.84,20.746,18.58
"1703",21.032,18.295,19.698,15.485,20.055,19.08
"1704",21.557,18.414,19.746,15.055,20.507,19.199
"1705",21.509,18.176,20.079,15.748,20.222,18.842
"1706",21.533,17.891,20.246,15.008,20.674,18.889
"1707",22.178,18.105,20.603,15.055,20.77,19.508
"1708",22.465,18.461,21.103,15.031,20.174,17.962
"1709",21.987,18.794,21.199,14.96,20.174,18.295
"1710",23.16,18.699,21.079,14.936,20.913,18.675
"1711",22.441,18.39,21.008,14.721,20.198,18.105
"1712",21.342,18.771,20.746,14.697,19.912,18.818
"1713",19.96,18.438,20.889,14.601,19.722,18.628
"1714",20.531,18.438,20.484,14.649,20.222,18.699
"1715",21.413,18.438,20.65,14.888,20.246,19.056
"1716",21.127,18.675,20.46,14.792,21.103,18.985
"1717",22.25,19.008,20.388,14.816,20.722,18.913
"1718",21.676,18.961,19.698,14.888,20.817,18.01
"1719",21.246,18.937,19.674,14.84,20.15,18.985
"1720",21.509,18.961,18.913,14.768,20.365,18.652
"1721",22.968,19.08,18.533,14.745,20.222,18.58
"1722",21.963,18.889,18.533,14.721,20.555,18.485
"1723",22.465,18.675,18.652,14.745,20.841,19.555
"1724",22.417,18.842,18.937,15.151,20.246,18.604
"1725",21.485,18.818,19.151,15.079,19.603,18.2
"1726",21.342,18.652,19.032,15.724,19.722,18.247
"1727",21.199,18.675,19.008,15.605,20.293,17.986
"1728",20.936,19.008,19.318,15.175,21.437,18.58
"1729",21.199,18.842,19.175,14.936,20.984,19.175
"1730",21.437,18.842,19.294,14.792,20.698,18.343
"1731",21.748,18.842,19.365,14.625,20.865,18.438
"1732",21.843,19.127,19.389,14.625,21.748,18.628
"1733",21.963,19.127,19.27,14.673,21.008,18.866
"1734",22.537,19.341,19.222,14.649,20.555,18.58
"1735",22.8,19.365,19.27,14.721,21.246,18.699
"1736",22.896,19.032,19.413,14.745,21.843,17.748
"1737",21.795,19.222,19.484,14.792,18.652,16.725
"1738",20.388,18.794,19.246,14.816,18.414,16.654
"1739",21.103,18.557,19.127,15.438,18.794,16.392
"1740",20.341,18.699,19.318,15.461,20.865,16.415
"1741",21.318,18.699,19.508,15.318,20.746,16.868
"1742",21.032,18.723,19.508,14.936,20.698,16.082
"1743",21.294,18.176,19.698,15.031,20.555,15.939
"1744",20.436,17.748,18.723,15.031,20.103,16.201
"1745",21.7,18.438,19.08,15.031,23.136,17.653
"1746",22.633,18.961,18.152,15.055,21.318,17.344
"1747",23.4,19.08,17.891,15.055,20.77,17.51
"1748",23.232,18.961,17.843,15.031,22.561,18.461
"1749",22.561,18.675,17.391,14.96,20.913,16.177
"1750",20.889,17.296,17.058,14.984,17.558,15.915
"1751",21.413,16.939,16.368,14.936,17.486,15.986
"1752",20.46,17.391,15.939,14.888,18.58,15.772
"1753",20.984,17.296,16.511,14.888,21.175,15.915
"1754",20.484,17.32,16.63,15.079,20.722,15.867
"1755",21.604,17.368,16.796,15.318,20.579,16.868
"1756",21.366,17.344,16.915,15.008,20.746,16.939
"1757",22.729,17.106,16.844,14.96,20.627,18.081
"1758",22.753,17.486,16.892,14.864,20.674,17.272
"1759",23.112,18.057,16.725,14.864,20.698,16.82
"1760",22.8,18.366,16.344,14.864,22.011,18.343
"1761",23.448,18.01,16.129,14.888,21.748,16.225
"1762",20.484,17.629,16.249,14.888,20.46,15.629
"1763",21.915,16.606,16.558,14.864,16.439,15.509
"1764",20.293,16.773,16.892,14.84,16.296,15.438
"1765",20.341,16.725,16.82,14.816,20.222,15.27
"1766",20.079,16.82,16.987,14.768,21.103,15.414
"1767",20.793,16.677,16.796,14.768,20.126,15.414
"1768",21.557,16.534,16.63,14.745,20.198,15.318
"1769",21.7,16.606,16.582,14.697,19.96,15.414
"1770",22.633,16.749,16.201,14.721,22.968,15.461
"1771",22.872,17.058,16.034,14.649,23.112,16.034
"1772",22.417,16.939,15.843,14.649,24.968,16.225
"1773",22.513,17.034,15.629,14.625,22.729,16.129
"1774",22.202,16.963,15.175,14.625,19.365,15.366
"1775",20.555,15.963,14.936,14.601,18.699,15.318
"1776",19.912,16.01,15.055,14.577,17.653,15.008
"1777",19.222,16.129,15.485,14.577,17.558,15.079
"1778",19.722,16.034,15.151,14.625,18.889,15.151
"1779",19.96,16.129,15.079,14.673,20.936,15.055
"1780",20.65,16.129,15.031,14.673,19.579,15.867
"1781",20.293,16.153,15.103,14.649,19.817,16.939
"1782",22.011,16.034,15.819,14.649,19.793,16.058
"1783",23.016,16.272,15.414,14.625,19.008,15.605
"1784",22.657,16.844,15.366,14.721,20.412,15.843
"1785",22.92,16.415,15.461,14.721,22.729,18.01
"1786",22.992,16.725,15.652,14.745,20.436,15.39
"1787",19.984,16.177,15.605,15.008,15.963,15.652
"1788",20.15,15.819,16.034,14.697,16.249,15.031
"1789",19.175,15.843,16.82,14.625,15.748,14.912
"1790",19.413,15.843,15.915,14.577,18.604,15.127
"1791",18.747,15.915,15.581,14.601,20.007,15.151
"1792",19.555,15.915,15.318,14.84,19.341,15.199
"1793",21.079,16.058,15.151,14.745,21.485,15.175
"1794",20.746,16.272,15.055,14.673,22.465,15.915
"1795",21.891,16.129,16.01,14.745,23.424,15.605
"1796",22.369,16.225,16.749,14.673,21.557,15.629
"1797",22.609,16.511,15.031,14.457,24.171,15.963
"1798",22.154,16.582,14.768,14.433,20.579,15.629
"1799",20.46,16.606,14.673,14.457,16.201,15.557
"1800",20.841,15.819,14.84,14.457,16.32,15.39
"1801",17.582,15.7,15.008,14.481,16.725,15.127
"1803",18.675,15.796,14.792,14.673,19.127,15.509
"1804",19.912,15.796,14.792,14.697,19.532,15.581
"1805",20.65,15.772,15.223,14.649,17.177,15.318
"1806",23.809,15.891,16.106,14.649,17.915,15.557
"1807",22.202,15.772,16.939,14.697,17.558,15.509
"1808",22.345,15.843,17.272,14.721,17.272,15.605
"1809",21.915,16.344,16.153,14.721,19.056,15.7
"1810",22.585,16.225,15.414,14.745,21.437,16.487
"1811",20.865,16.82,15.652,14.768,19.08,15.414
"1812",19.199,15.939,15.294,14.84,16.439,15.533
"1813",18.889,15.748,16.487,14.84,16.32,15.414
"1814",17.986,15.724,16.987,14.84,16.463,15.294
"1815",18.842,15.724,16.844,14.84,18.913,16.082
"1816",20.65,15.867,17.439,14.84,21.246,15.652
"1817",20.936,16.177,18.557,14.888,20.126,15.605
"1818",20.984,16.034,18.247,14.84,21.032,15.748
"1819",22.058,15.986,17.534,15.008,21.509,15.748
"1820",22.537,17.534,17.272,16.415,17.891,15.7
"1821",23.208,17.843,17.058,16.725,19.103,15.772
"1822",23.809,16.749,17.011,16.892,20.936,16.272
"1823",23.497,16.249,17.534,16.368,19.674,15.796
"1824",19.413,16.606,17.938,16.368,16.63,15.867
"1825",20.436,16.225,18.2,15.891,16.439,15.915
"1826",17.439,16.034,18.247,16.106,16.487,15.963
"1827",18.485,16.058,18.057,15.103,18.105,15.891
"1828",17.368,16.034,17.867,17.558,17.368,16.225
"1829",18.652,16.034,17.605,16.677,17.51,15.796
"1830",20.984,16.129,17.32,16.368,17.201,15.748
"1831",21.294,16.296,17.177,17.153,17.415,15.915
"1832",21.867,16.082,17.225,15.7,17.082,16.082
"1833",21.7,16.844,17.486,17.653,17.724,16.058
"1834",22.441,17.177,17.772,16.558,17.986,16.106
"1835",22.513,17.13,17.915,15.461,19.532,16.677
"1836",22.082,17.225,18.033,17.915,17.724,16.082
"1837",18.842,16.225,18.057,18.01,17.724,16.177
"1838",18.105,16.272,18.129,15.366,16.392,16.177
"1839",17.891,16.177,18.081,14.936,17.32,16.344
"1840",18.461,16.201,18.129,15.031,17.32,16.868
"1841",21.056,16.225,18.081,15.724,18.105,16.344
"1842",21.199,16.296,16.606,15.175,17.272,16.368
"1843",21.581,16.344,17.439,15.27,17.486,16.296
"1844",21.652,16.677,17.272,15.796,17.225,16.344
"1845",21.819,17.249,16.654,16.058,18.628,16.415
"1846",22.609,17.296,16.701,16.344,20.174,16.558
"1847",22.992,16.558,16.534,15.939,19.817,18.295
"1848",22.753,17.082,16.106,15.796,20.293,16.439
"1849",19.912,16.487,16.987,17.938,17.344,16.725
"1850",19.151,16.654,18.295,18.818,16.939,16.868
"1851",17.629,16.558,18.842,19.032,17.225,17.13
"1852",17.915,16.749,18.985,18.842,18.295,17.272
"1853",18.509,16.749,18.985,16.749,17.796,17.32
"1854",20.77,16.654,18.937,16.511,18.2,17.177
"1855",20.579,16.773,18.747,16.868,18.366,17.106
"1856",21.604,17.13,18.794,16.32,17.701,17.13
"1857",21.724,17.296,18.723,16.558,18.247,17.082
"1858",21.843,16.606,18.723,16.368,18.58,17.011
"1859",22.513,16.773,18.961,16.368,19.341,17.13
"1860",21.676,16.844,19.103,16.511,20.46,17.011
