"registro","bridge5m","bridge20m","rasa5m","rasa20m","laje5m","laje20m"
"2359",24.098,23.689,23.833,19.698,24.074,24.074
"2360",24.291,23.737,23.881,20.174,24.363,23.905
"2361",24.267,23.641,23.954,18.247,23.857,23.761
"2362",25.04,23.665,24.098,18.01,24.098,23.881
"2363",24.823,23.689,24.267,18.081,24.508,24.002
"2364",24.774,23.737,24.339,18.081,24.605,23.954
"2365",24.677,23.689,24.315,18.081,24.412,23.641
"2366",24.895,23.665,24.339,18.699,24.46,23.593
"2367",25.137,23.617,24.363,18.295,24.702,23.569
"2368",25.258,23.905,24.436,18.438,24.726,23.809
"2369",25.331,23.761,24.267,18.224,25.113,23.208
"2370",25.089,23.761,24.122,20.126,23.978,23.328
"2371",24.363,23.785,24.05,20.174,24.388,23.16
"2372",24.75,23.785,24.074,19.413,24.05,22.776
"2373",24.919,23.785,24.098,19.199,24.002,23.04
"2374",25.016,23.881,24.026,18.652,24.219,23.16
"2375",25.162,23.857,23.617,18.461,24.146,23.28
"2376",25.477,23.857,23.809,18.533,24.46,23.761
"2377",25.283,23.833,23.954,18.461,24.436,23.905
"2378",25.331,23.833,24.05,18.414,24.629,22.8
"2379",25.355,23.761,24.171,18.129,24.75,23.4
"2380",25.671,23.737,24.195,20.365,24.508,23.472
"2381",25.963,23.761,24.219,17.249,24.412,23.905
"2382",25.477,23.905,24.146,16.773,24.026,21.939
"2383",24.968,23.761,24.098,16.511,23.857,23.04
"2384",24.291,23.737,24.098,16.177,23.833,22.154
"2385",24.267,23.472,24.581,16.082,23.448,22.633
"2386",24.847,23.641,24.774,16.034,23.232,22.321
"2387",25.234,23.713,24.968,16.058,24.026,22.824
"2388",25.355,23.713,24.992,15.963,24.243,23.088
"2389",25.525,23.689,24.992,16.368,24.098,21.581
"2390",25.162,23.376,25.162,16.487,24.195,21.819
"2391",24.412,23.112,24.847,17.463,24.291,22.25
"2392",25.453,23.04,25.016,16.915,24.388,21.939
"2393",25.623,23.256,25.016,16.106,24.774,22.92
"2394",25.671,23.256,24.798,16.32,25.016,21.533
"2395",25.162,23.04,24.895,16.725,22.178,20.507
"2396",24.581,22.681,24.871,16.415,21.509,20.15
"2397",24.508,22.537,24.919,18.033,22.609,20.15
"2398",25.089,22.561,24.823,18.675,25.04,20.817
"2399",25.307,22.681,24.75,18.247,24.05,21.008
"2400",25.598,22.681,24.581,18.176,23.617,21.7
"2401",25.695,22.633,24.919,16.487,24.823,21.963
"2402",25.598,22.585,24.919,16.392,24.243,19.77
"2403",25.331,22.585,25.162,16.392,24.508,20.484
"2404",24.968,22.561,25.234,16.368,24.75,21.366
"2405",25.525,22.609,25.38,16.701,24.629,21.963
"2406",26.134,22.657,25.404,16.392,24.944,22.8
"2407",26.036,22.657,25.38,16.368,24.171,19.746
"2408",24.05,21.342,24.823,16.225,22.321,21.032
"2409",24.146,21.032,25.501,16.225,22.441,20.936
"2410",24.026,21.199,25.647,16.058,23.208,21.891
"2411",25.089,21.39,25.55,16.106,24.339,21.581
"2412",25.21,21.748,25.404,16.129,24.823,21.461
"2413",25.21,21.628,25.137,16.153,24.05,21.413
"2414",24.968,21.366,25.065,16.201,22.92,21.079
"2415",23.617,21.604,24.919,16.153,22.298,21.318
"2416",24.944,21.533,24.944,16.034,23.761,21.748
"2417",25.113,21.867,25.598,16.034,22.896,21.103
"2418",25.671,22.082,24.629,16.01,25.841,21.987
"2419",25.841,22.226,24.557,16.058,23.905,20.841
"2420",24.605,22.178,23.617,16.153,21.843,20.269
"2421",24.484,21.628,24.243,16.177,22.25,20.555
"2422",25.137,21.294,24.532,16.463,23.016,20.674
"2423",24.291,21.461,24.726,17.819,24.122,21.413
"2424",24.653,21.581,24.871,17.891,23.304,20.531
"2425",25.55,21.557,24.798,17.796,24.219,21.7
"2426",25.817,21.461,24.895,16.939,24.315,20.031
"2427",24.629,21.509,25.186,16.582,23.088,19.77
"2428",25.162,21.461,25.404,17.034,24.968,21.294
"2429",25.016,21.724,25.331,17.582,23.954,20.388
"2430",25.574,21.915,25.404,17.582,23.761,20.913
"2431",25.841,21.915,25.598,17.819,24.702,22.633
"2432",26.207,22.441,25.671,17.748,23.665,20.031
"2433",23.497,21.223,25.793,16.582,22.681,20.889
"2434",24.581,21.008,25.89,17.32,23.472,22.226
"2435",23.978,20.96,25.939,17.32,24.581,22.034
"2436",24.098,21.079,25.113,16.844,24.267,23.809
"2437",24.243,21.294,25.307,17.082,23.978,22.657
"2438",24.702,21.366,24.195,17.344,24.436,21.294
"2439",24.436,21.413,25.21,18.224,23.497,21.772
"2440",24.508,21.27,25.428,16.606,23.905,21.223
"2441",25.477,21.652,24.171,17.249,24.895,21.509
"2442",25.113,21.652,25.453,17.034,23.04,20.746
"2443",25.647,21.652,25.234,17.558,26.231,21.39
"2444",26.012,21.461,25.307,17.938,25.428,21.223
"2445",25.428,21.676,24.629,18.461,23.689,21.509
"2446",23.809,21.724,24.919,17.558,23.304,21.413
"2447",24.629,21.39,25.234,17.701,23.04,21.581
"2448",24.219,21.318,25.355,17.867,23.521,21.246
"2449",24.436,21.413,24.798,18.057,24.823,21.867
"2450",24.629,21.557,25.089,18.295,24.46,21.652
"2451",25.428,21.7,24.968,17.51,24.363,21.437
"2452",25.72,21.461,25.186,17.249,24.291,21.485
"2453",25.671,21.39,24.388,17.463,24.847,21.939
"2454",26.475,21.604,25.258,17.177,24.436,21.557
"2455",25.89,22.202,25.283,16.915,24.605,21.27
"2456",26.329,21.891,25.331,16.868,25.137,23.16
"2457",26.622,22.178,25.234,17.082,25.38,20.46
"2458",24.315,22.154,25.89,16.534,22.681,20.46
"2459",24.944,21.39,25.963,16.558,22.13,20.96
"2460",24.098,21.557,25.72,16.463,24.195,22.321
"2461",24.508,21.557,25.695,17.082,25.137,21.915
"2462",24.315,21.795,25.768,16.511,24.243,21.939
"2463",25.137,21.891,25.817,16.796,24.823,21.461
"2464",25.307,21.772,25.914,17.153,23.93,21.39
"2465",25.016,21.915,24.895,18.747,24.46,21.294
"2466",25.963,21.819,24.195,17.486,27.014,21.413
"2467",26.329,22.106,25.793,17.605,24.026,21.199
"2468",26.573,21.7,26.036,16.582,23.857,21.223
"2469",25.939,22.034,24.532,16.796,25.598,21.461
"2470",25.113,21.867,26.182,16.511,22.178,21.437
"2471",24.46,21.557,24.726,17.463,22.705,20.865
"2472",23.857,21.39,24.195,17.391,23.04,21.246
"2473",24.629,21.509,23.809,16.344,23.617,21.294
"2474",25.258,21.652,23.521,16.939,24.919,20.722
"2475",25.089,21.652,24.363,16.415,24.823,21.437
"2476",25.016,21.772,23.521,16.439,24.412,21.366
"2477",24.847,21.772,23.809,16.487,24.412,21.246
"2478",25.914,21.891,24.243,17.296,24.823,21.175
"2479",26.134,21.963,23.809,17.272,24.195,21.437
"2480",26.402,21.963,24.557,16.844,23.617,21.509
"2481",26.524,21.748,25.186,16.558,25.647,21.724
"2482",25.04,22.034,25.793,16.415,24.557,20.388
"2483",24.243,21.724,25.841,16.272,22.106,20.174
"2484",24.944,21.604,25.866,17.582,21.772,20.031
"2485",24.46,21.628,25.162,16.582,24.508,20.46
"2486",24.968,21.628,25.234,16.654,25.987,20.246
"2487",24.702,21.7,25.671,16.463,24.968,20.722
"2488",25.258,21.7,25.963,16.82,24.677,21.246
"2489",25.453,21.795,24.436,16.749,24.219,20.603
"2490",25.744,21.891,25.186,16.677,27.333,21.079
"2491",25.817,21.987,24.339,16.725,25.793,20.841
"2492",26.085,22.465,24.339,17.082,26.769,21.437
"2493",26.549,22.537,25.428,16.987,25.598,21.318
"2494",25.963,22.058,24.944,17.701,25.186,20.817
"2495",24.195,22.082,25.331,16.796,22.417,21.056
"2496",24.653,21.485,25.355,18.224,24.146,20.603
"2497",23.737,21.604,24.122,17.368,24.388,21.223
"2498",23.569,21.39,23.689,17.819,24.677,21.485
"2499",24.339,21.413,23.93,17.034,24.557,21.461
"2500",24.702,21.724,23.4,17.106,24.919,21.772
"2501",25.355,21.748,22.8,16.939,24.823,21.413
"2502",26.549,21.342,23.905,16.915,24.195,21.175
"2503",26.012,21.437,24.605,17.13,24.291,21.199
"2504",26.134,21.987,24.944,16.915,24.532,21.485
"2505",26.378,22.25,25.186,16.987,25.355,22.321
"2506",26.818,22.561,25.089,16.558,25.21,21.366
"2507",24.484,22.441,24.243,16.463,25.258,21.294
"2508",24.508,21.724,24.702,16.749,22.848,20.936
"2509",24.195,21.676,24.219,16.272,23.304,21.032
"2510",24.629,21.843,24.05,16.606,24.75,20.96
"2511",24.847,21.772,24.219,17.201,25.623,20.269
"2512",24.919,22.298,25.453,17.558,24.774,22.034
"2513",25.623,22.513,25.695,16.272,25.817,20.817
"2514",24.968,22.226,24.919,16.677,26.475,21.581
"2515",25.234,22.681,24.557,16.892,26.793,21.557
"2516",26.867,22.154,25.355,16.796,23.954,21.557
"2517",26.426,23.088,24.847,17.605,24.992,21.795
"2518",25.841,22.321,25.21,17.153,24.968,21.939
"2519",26.451,22.226,26.061,18.723,25.501,19.888
"2520",24.823,22.034,26.134,18.01,23.617,20.913
"2521",24.968,21.987,26.158,18.628,24.823,22.657
"2522",24.05,21.652,26.134,19.698,25.162,22.896
"2523",23.881,21.151,26.134,17.748,25.477,23.497
"2524",25.065,21.819,23.088,17.748,25.355,22.25
"2525",24.798,22.154,26.573,17.915,25.162,22.513
"2526",26.207,21.891,24.436,17.701,25.137,22.537
"2527",26.451,22.106,24.098,17.082,23.761,21.7
"2528",26.061,21.867,26.5,17.249,23.545,21.724
"2529",26.622,22.082,26.573,16.892,24.074,22.011
"2530",26.207,22.513,27.014,16.987,25.089,22.537
"2531",26.451,22.585,27.235,17.106,24.798,21.724
"2532",24.726,22.705,26.622,16.844,24.557,22.944
"2533",24.871,22.058,25.744,16.939,25.283,23.617
"2534",24.605,21.963,27.431,16.939,24.968,23.328
"2535",24.871,22.417,25.963,16.606,26.402,24.847
"2536",25.258,22.609,26.28,18.937,25.866,23.569
"2537",25.38,23.328,27.308,16.82,25.162,23.978
"2538",25.404,22.824,27.604,16.844,24.46,23.064
"2539",25.671,22.537,27.604,19.888,24.436,22.968
"2540",25.89,22.848,27.358,19.056,24.532,22.992
"2541",25.817,22.729,27.358,19.698,24.195,22.992
"2542",26.012,22.609,27.087,19.888,24.532,23.28
"2543",26.085,22.633,26.744,19.127,25.671,23.689
"2544",26.109,22.441,26.28,17.915,25.89,23.352
"2545",25.525,22.824,25.525,19.484,25.404,24.629
"2546",23.761,23.232,24.871,19.532,25.744,25.283
"2547",24.919,23.112,26.182,19.508,26.622,25.89
"2548",25.647,24.267,26.085,19.08,25.987,25.162
"2549",25.598,23.881,26.646,18.652,26.134,25.647
"2550",25.453,24.098,26.622,19.103,25.404,25.016
"2551",25.283,24.388,26.72,19.888,25.598,24.871
"2552",25.963,24.677,27.431,21.199,25.89,24.436
"2553",26.646,23.857,27.308,21.915,25.623,24.557
"2554",26.598,23.304,27.382,18.461,25.525,24.412
"2555",26.28,23.376,26.867,19.984,25.598,25.258
"2556",26.426,24.412,26.72,19.127,25.525,24.823
"2557",25.841,24.653,26.012,20.793,25.768,25.355
"2558",25.72,24.339,26.769,20.841,25.866,25.355
"2559",25.234,24.702,26.671,19.674,26.182,25.453
"2560",25.453,24.605,26.304,19.579,25.939,25.768
"2561",25.744,24.557,25.404,20.46,25.987,25.574
"2562",26.182,24.871,25.963,18.652,25.866,25.574
"2563",26.158,24.508,25.817,23.689,26.036,25.258
"2564",25.914,24.653,25.113,22.681,26.061,24.847
"2565",26.573,24.653,25.186,20.317,25.963,25.016
"2566",26.916,24.677,25.065,20.722,26.061,25.186
"2567",26.842,24.726,24.315,21.915,25.768,25.113
"2568",26.916,24.726,26.818,20.603,25.841,25.089
"2569",26.256,24.532,27.284,18.747,25.55,25.453
"2570",25.939,24.919,27.604,19.246,26.061,25.623
"2571",25.793,25.258,27.751,22.321,25.939,25.841
"2572",25.817,25.428,27.85,22.776,26.5,26.036
"2573",25.914,25.307,27.801,22.657,26.573,26.5
"2574",25.866,25.38,27.875,19.436,26.378,26.109
"2575",27.186,25.331,27.579,20.126,26.304,26.134
"2576",27.014,25.283,27.112,21.032,26.134,25.987
"2577",26.671,25.331,26.622,20.817,26.109,25.939
"2578",26.94,25.137,27.014,20.198,26.109,25.89
"2579",27.21,25.283,26.524,20.507,26.085,25.89
"2580",26.622,25.258,27.014,20.079,25.987,25.963
"2581",26.744,25.477,26.842,20.246,26.256,25.963
"2582",26.109,25.501,26.598,20.15,26.182,26.134
"2583",26.134,25.55,27.186,22.321,26.916,26.109
"2584",25.866,25.671,27.112,23.232,26.573,26.012
"2585",26.28,25.695,26.646,23.352,26.793,26.524
"2586",26.426,25.647,26.671,23.232,26.402,26.207
"2587",26.891,25.768,26.012,23.569,26.671,26.158
"2588",27.284,25.72,26.426,23.304,26.646,26.012
"2589",27.284,25.55,26.426,23.04,26.426,25.987
"2590",27.628,25.404,27.186,22.968,26.671,25.89
"2591",27.063,25.477,27.579,20.698,26.818,25.89
"2592",27.284,25.453,27.235,20.793,26.549,26.012
"2593",26.744,25.453,27.161,19.793,26.549,25.939
"2594",26.573,25.453,26.842,25.428,26.5,26.378
"2595",26.231,25.841,25.987,22.25,26.109,26.036
"2596",26.256,26.158,26.085,22.513,26.207,25.89
"2597",26.28,26.085,26.207,20.15,26.353,25.72
"2598",26.353,26.109,26.451,20.627,26.402,25.914
"2599",26.475,26.036,26.134,20.889,25.963,25.695
"2600",26.573,26.085,26.207,22.154,26.182,25.768
"2601",26.598,25.89,25.89,19.484,26.5,25.914
"2602",26.916,25.817,26.72,20.388,26.549,26.012
"2603",27.087,25.841,26.695,21.079,26.524,26.134
"2604",26.94,25.817,26.646,20.817,26.524,26.134
"2605",27.014,25.939,26.744,20.007,26.622,26.036
"2606",26.72,26.134,27.136,21.676,26.109,25.817
"2607",26.451,26.085,27.235,20.984,25.939,25.793
"2608",26.598,26.061,27.308,22.274,26.109,25.744
"2609",26.207,25.987,27.136,19.817,26.72,25.744
"2610",26.304,25.963,27.112,21.056,26.598,25.72
"2611",26.524,26.061,26.891,19.984,26.426,25.817
"2612",27.161,26.109,26.695,22.321,26.769,25.817
"2613",27.21,26.036,26.671,21.079,26.671,25.866
"2614",27.53,26.061,26.72,22.585,26.353,26.012
"2615",27.358,26.085,26.72,21.915,26.573,26.134
"2616",27.358,26.085,26.671,22.298,26.793,26.134
"2617",27.014,26.036,26.573,19.127,26.793,26.182
"2618",27.259,26.012,26.475,18.628,26.426,26.158
"2619",26.671,26.061,26.378,19.222,26.402,26.134
"2620",26.524,26.085,26.329,18.438,26.036,25.525
"2621",26.426,26.134,26.256,17.772,26.109,25.162
"2622",26.329,26.109,26.304,17.867,26.329,24.798
"2623",26.304,26.085,26.304,19.056,25.987,25.113
"2624",26.744,26.109,26.158,17.582,26.182,25.137
"2625",26.842,26.158,26.329,17.796,26.549,25.525
"2626",26.695,26.109,26.5,19.151,26.524,25.744
"2627",27.112,26.134,26.695,17.819,26.475,26.061
"2628",26.94,26.085,26.867,18.129,26.598,26.085
"2629",26.891,26.231,26.94,18.58,26.622,25.38
"2630",26.989,26.231,26.769,18.343,26.353,23.809
"2631",26.671,26.061,26.72,18.699,25.428,23.256
"2632",26.671,25.914,26.549,19.008,25.598,23.256
"2633",26.036,24.726,26.573,19.341,24.363,21.819
"2634",25.939,24.243,26.549,19.056,25.04,23.785
"2635",26.769,24.557,26.426,18.771,26.916,23.665
"2636",26.867,26.085,26.231,19.46,25.38,23.232
"2637",27.21,25.939,26.28,18.438,26.134,23.641
"2638",27.456,25.939,26.134,17.915,26.622,23.857
"2639",27.407,26.085,26.012,18.129,26.793,24.823
"2640",27.308,26.061,25.72,18.937,27.259,25.793
"2641",27.505,26.012,25.186,18.652,26.867,24.774
"2642",27.579,26.182,25.355,19.793,26.769,23.545
"2643",26.989,24.774,25.234,18.271,25.525,22.705
"2644",26.5,24.774,24.847,18.39,25.477,23.136
"2645",25.914,23.713,22.992,18.461,24.726,22.585
"2646",25.744,23.857,23.208,17.772,25.453,22.13
"2647",25.331,23.881,22.154,17.938,24.847,23.978
"2648",26.524,24.002,21.843,18.152,25.574,22.848
"2649",26.598,24.605,22.369,18.057,24.919,23.208
"2650",26.695,24.605,22.13,18.2,26.378,23.641
"2651",27.21,24.363,22.154,18.2,25.987,24.508
"2652",27.087,24.484,22.369,17.915,26.182,23.761
"2653",27.259,24.653,23.905,17.843,26.304,23.497
"2654",27.063,24.823,25.55,19.294,26.451,22.417
"2655",26.671,24.146,24.002,17.915,26.109,21.963
"2656",25.574,24.098,24.315,18.771,23.352,22.154
"2657",25.38,23.4,23.376,18.105,23.16,20.913
"2658",24.798,22.609,21.628,18.129,23.641,20.579
"2659",25.598,22.872,21.032,18.224,23.857,21.246
"2660",26.182,23.665,21.676,17.724,24.919,21.724
"2661",26.744,24.002,21.724,17.415,23.857,21.963
"2662",26.989,23.954,21.676,17.296,23.833,22.369
"2663",27.481,23.905,21.032,17.225,26.085,22.896
"2664",27.308,24.026,21.056,18.081,26.646,23.304
"2665",27.579,24.291,22.082,17.962,26.28,22.298
"2666",27.579,23.809,22.034,17.32,26.549,21.294
"2667",27.333,23.088,21.557,17.51,26.182,20.246
"2668",26.622,23.136,20.603,17.796,22.13,20.913
"2669",25.598,22.393,19.888,17.439,23.04,20.96
"2670",24.339,21.748,21.008,17.106,22.034,20.031
"2671",24.195,21.175,20.96,16.534,22.274,19.579
"2672",25.744,21.795,19.056,17.772,24.122,21.676
"2673",26.329,22.633,19.008,18.129,23.304,20.913
"2674",25.914,22.369,20.65,17.938,23.208,21.39
"2675",27.112,22.561,22.681,16.654,24.388,22.298
"2676",27.186,22.298,21.748,16.463,25.428,20.889
"2677",26.965,22.034,21.39,16.558,25.525,20.555
"2678",26.818,21.724,21.413,16.32,25.768,20.198
"2679",26.426,21.604,19.175,16.463,25.744,19.532
"2680",25.939,21.39,19.199,16.939,24.75,19.318
"2681",23.93,21.39,19.08,16.963,20.555,18.794
"2682",23.617,20.507,19.865,16.368,19.603,18.319
"2683",24.315,20.079,19.127,17.225,22.585,18.58
"2684",25.186,20.817,19.627,16.558,24.436,19.222
"2685",26.28,21.294,20.746,16.296,21.628,18.961
"2686",27.112,21.032,21.867,17.439,21.056,19.603
"2687",27.136,21.437,22.848,16.439,24.968,20.055
"2688",26.646,21.39,23.04,16.701,25.671,20.436
"2689",27.136,21.485,22.896,16.558,25.647,19.365
"2690",26.549,21.199,22.824,16.368,26.329,19.77
"2691",25.744,21.246,21.294,16.368,25.793,18.842
"2692",26.353,20.531,19.888,16.392,25.428,18.438
"2693",25.04,20.055,18.842,17.915,20.317,19.008
"2694",23.545,19.627,18.628,17.796,21.008,18.985
"2695",21.915,19.246,20.198,18.01,20.293,18.961
"2696",23.833,19.294,20.674,17.653,22.489,19.984
"2697",24.508,19.389,21.103,17.106,23.978,21.628
"2698",25.258,19.936,21.413,16.487,21.581,19.341
"2699",26.524,20.055,22.154,18.295,22.13,19.555
"2700",27.407,20.198,23.352,17.058,23.472,21.628
"2701",27.112,20.246,21.795,16.82,25.598,19.817
"2702",25.963,20.055,23.04,16.558,25.453,19.436
"2703",24.46,20.031,21.724,16.511,25.501,19.056
"2704",25.234,19.865,22.776,17.344,25.525,19.008
"2705",24.291,19.46,23.376,17.701,21.748,19.127
"2706",22.705,19.365,23.785,17.867,20.031,18.604
"2707",22.681,19.365,22.154,17.534,22.441,18.366
"2708",23.785,19.508,22.25,18.057,23.761,18.985
"2709",24.46,19.674,23.448,18.509,25.307,18.818
"2710",25.817,19.96,22.298,19.27,23.424,19.365
"2711",26.329,19.508,23.112,18.842,21.056,18.937
"2712",26.72,20.436,23.641,19.127,23.304,19.222
"2713",26.989,19.984,23.857,19.199,25.162,19.555
"2714",26.353,19.841,23.376,19.46,25.089,19.365
"2715",25.21,19.722,22.561,17.272,24.436,19.294
"2716",25.525,19.793,23.088,20.031,24.412,19.103
"2717",26.085,19.77,21.939,20.198,24.05,19.294
"2718",22.824,19.651,21.963,20.317,23.641,20.77
"2719",22.681,19.389,21.963,17.249,24.363,22.369
"2720",24.702,19.413,21.724,18.771,24.171,22.513
"2721",25.331,19.508,23.545,18.842,24.026,21.127
"2722",27.308,19.96,25.21,19.722,22.202,20.793
"2723",26.94,19.841,25.55,18.033,23.785,20.507
"2724",26.5,19.793,25.841,18.937,24.002,22.633
"2725",27.161,19.936,25.307,19.103,24.484,21.032
"2726",26.451,19.841,25.89,18.58,24.944,21.987
"2727",24.798,19.888,25.89,18.557,24.823,21.891
"2728",25.768,19.793,26.158,18.652,24.823,21.437
"2729",24.05,20.603,26.256,18.747,23.881,21.008
"2730",24.944,20.412,26.036,18.842,24.557,22.25
"2731",23.785,20.103,26.207,19.27,23.954,22.417
"2732",23.833,20.793,25.768,18.889,24.074,22.609
"2733",24.75,21.628,25.987,19.555,25.283,23.304
"2734",25.016,21.223,26.134,19.532,25.38,21.175
"2735",25.793,20.674,26.622,20.198,22.489,20.126
"2736",25.963,20.77,26.72,19.984,24.195,20.698
"2737",26.134,21.39,26.695,19.912,24.267,22.369
"2738",26.256,21.39,25.04,19.555,25.355,22.25
"2739",26.818,21.223,26.965,18.39,24.702,21.342
"2740",26.793,21.056,27.186,17.891,25.234,21.891
"2741",25.307,21.175,26.378,17.748,25.04,20.913
"2742",24.532,21.27,25.477,17.701,24.363,21.557
"2743",24.002,21.008,25.695,18.913,25.501,22.944
"2744",23.617,20.841,26.256,19.984,25.525,22.968
"2745",25.574,20.936,26.867,18.58,25.866,22.872
"2746",25.647,21.7,26.72,18.961,25.55,22.513
"2747",26.304,21.867,26.402,19.151,24.532,21.223
"2748",26.085,21.891,26.304,17.653,24.847,21.772
"2749",26.793,21.795,26.109,17.891,25.016,21.748
"2750",26.5,21.366,25.744,18.652,25.355,22.345
"2751",24.968,21.604,25.695,19.508,25.574,22.944
"2752",25.065,22.011,25.744,18.509,25.331,23.617
"2753",25.914,21.987,25.841,19.484,25.404,21.413
"2754",25.477,21.915,25.866,18.2,23.328,22.226
"2755",25.55,21.509,26.5,19.413,25.525,23.376
"2756",24.726,21.724,26.061,18.794,25.647,23.208
"2757",24.871,22.513,27.014,19.413,26.134,22.298
"2758",25.744,22.609,25.428,19.056,26.109,23.497
"2759",25.768,22.13,26.036,18.747,25.234,21.795
"2760",26.085,22.082,25.768,19.008,25.331,24.171
"2761",26.304,22.226,26.134,18.842,24.919,22.705
"2762",26.304,22.633,26.916,18.699,25.55,23.016
"2763",26.475,22.154,27.136,18.604,25.647,22.417
"2764",26.475,22.011,26.818,18.604,25.38,22.441
"2765",26.646,22.058,26.842,18.533,25.113,22.705
"2766",25.841,23.136,26.72,18.723,25.137,21.772
"2767",25.065,22.776,26.573,19.151,24.919,22.609
"2768",24.774,21.795,25.939,18.2,25.647,23.28
"2769",24.823,21.7,26.061,18.794,25.55,23.088
"2770",25.501,21.867,26.036,19.413,25.04,22.705
"2771",25.939,22.298,26.378,18.652,25.647,22.944
"2772",26.158,22.489,26.965,18.818,25.671,22.274
"2773",26.598,22.585,27.53,18.937,25.598,23.472
"2774",26.451,22.968,27.653,18.604,25.404,22.441
"2775",26.256,22.8,26.134,19.27,25.331,22.968
"2776",26.182,22.561,26.5,19.508,26.622,22.753
"2777",26.207,22.729,26.012,19.413,26.304,22.417
"2778",25.914,22.824,26.085,20.412,25.671,22.609
"2779",26.109,22.657,25.768,20.388,25.793,21.867
"2780",25.38,22.441,26.744,18.961,24.581,22.202
"2781",25.525,22.202,26.304,19.103,26.304,22.465
"2782",25.404,22.226,25.307,20.365,26.5,22.489
"2783",25.623,22.369,25.671,19.627,26.426,22.657
"2784",26.28,22.537,26.598,19.389,25.428,22.944
"2785",25.963,22.178,26.769,19.746,26.158,23.016
"2786",26.329,22.561,26.891,18.675,24.968,22.609
"2787",26.646,22.824,27.333,19.127,25.525,22.417
"2788",26.646,23.256,26.989,18.461,25.939,22.896
"2789",26.72,23.088,26.671,18.818,25.428,23.16
"2790",26.867,22.106,26.646,18.152,26.036,22.753
"2791",26.769,23.208,26.256,18.39,25.939,22.106
"2792",25.598,22.561,26.134,18.794,24.919,21.963
"2793",26.402,22.106,26.524,19.222,26.304,22.369
"2794",25.477,22.011,27.063,18.557,25.283,22.657
"2795",25.914,22.058,26.598,18.533,25.768,22.753
"2796",25.963,22.321,27.308,18.557,25.841,24.002
"2797",26.549,22.992,27.604,18.937,25.817,23.16
"2798",26.72,23.28,27.776,18.557,25.501,22.154
"2799",26.72,22.561,27.505,19.532,25.55,21.628
"2800",26.818,22.848,26.989,18.604,26.061,22.441
"2801",27.382,23.232,27.333,19.77,25.817,22.13
"2802",27.579,22.657,26.061,19.817,26.5,22.705
"2803",26.695,22.992,26.989,19.984,26.524,22.202
"2804",26.426,22.848,27.776,19.936,25.477,22.011
"2805",25.939,22.465,27.431,19.175,27.554,23.424
"2806",26.012,22.25,27.924,19.246,27.974,25.428
"2807",26.109,22.417,27.481,19.27,27.604,24.074
"2808",26.231,22.585,26.916,18.628,26.598,24.677
"2809",26.207,22.633,26.378,19.199,26.061,23.641
"2810",26.256,22.776,28.097,17.891,26.744,22.8
"2811",26.891,22.657,28.27,18.105,27.825,22.705
"2812",27.358,22.8,27.456,18.129,26.646,23.665
"2813",27.677,23.713,27.998,18.985,26.475,22.465
"2814",27.653,23.497,28.245,18.461,26.94,23.569
"2815",27.998,23.93,28.171,18.985,26.598,24.412
"2816",27.727,23.761,27.21,18.533,26.744,22.753
"2817",26.842,23.304,27.53,20.555,26.426,23.016
"2818",26.28,22.393,27.998,19.341,26.695,23.136
"2819",26.061,22.274,27.21,19.793,26.134,23.328
"2820",26.158,22.8,26.989,19.056,27.284,23.472
"2821",26.598,23.328,27.53,19.888,27.087,23.064
"2822",26.622,23.256,28.097,18.39,26.744,23.376
"2823",26.573,22.896,28.394,18.438,26.695,24.291
"2824",27.038,23.785,28.766,18.39,27.407,23.617
"2825",27.235,25.404,28.941,17.986,25.404,22.681
"2826",27.653,24.026,28.99,20.222,26.061,22.705
"2827",28.023,24.412,29.015,20.889,27.284,23.4
"2828",27.875,23.545,29.265,19.436,26.695,22.896
"2829",27.407,22.705,29.29,18.081,27.308,22.944
"2830",26.793,22.92,29.24,19.484,27.998,23.833
"2831",26.671,22.92,29.19,19.436,28.295,24.074
"2832",26.769,22.776,29.265,20.865,28.245,24.532
"2833",26.524,23.256,29.19,19.627,27.825,23.809
"2834",26.646,23.28,28.941,19.365,28.221,24.315
"2835",26.646,23.521,28.468,18.937,28.518,24.05
"2836",27.161,23.761,28.543,19.127,27.063,23.472
"2837",27.333,23.064,27.924,19.151,27.677,23.833
"2838",27.481,23.785,28.742,19.222,25.501,23.376
"2839",27.801,24.05,28.617,19.793,27.481,23.954
"2840",27.554,24.219,27.235,19.008,27.481,26.012
"2841",27.628,24.412,28.097,21.676,27.259,23.737
"2842",26.891,24.774,26.402,22.513,27.259,24.05
"2843",26.891,23.689,26.524,18.129,28.518,24.895
"2844",26.622,23.304,27.284,18.794,28.717,26.061
"2845",26.769,23.761,27.653,18.604,29.29,25.331
"2846",26.524,24.002,27.628,18.509,29.59,25.234
"2847",27.431,24.098,26.793,18.366,29.24,25.768
"2848",27.751,25.404,29.19,18.176,28.717,24.315
"2849",27.505,25.234,27.801,20.555,28.345,24.315
"2850",28.245,24.677,28.742,19.413,25.914,23.857
"2851",27.628,24.581,28.593,19.318,28.023,24.532
"2852",28.345,24.026,29.04,20.412,27.974,25.283
"2853",27.998,23.545,28.841,18.652,27.899,24.677
"2854",27.653,23.545,28.444,18.533,28.122,24.823
"2855",27.407,24.074,28.593,17.938,28.171,25.113
"2856",28.072,24.726,28.394,17.748,27.53,25.501
